date,recom,Price
2016-08-31,70,158.05946350097656
2016-09-01,63,159.8311004638672
2016-09-02,59,160.25038146972656
2016-09-06,52,167.927490234375
2016-09-07,59,166.9357147216797
2016-09-08,59,166.6877899169922
2016-09-09,59,164.43377685546875
2016-09-12,52,157.3336639404297
2016-09-14,22,157.81153869628906
2016-09-15,17,158.11805725097656
2016-09-16,5,155.5755615234375
2016-09-19,7,159.57415771484375
2016-09-20,2,158.84835815429688
2016-09-21,40,158.07298278808594
2016-09-22,50,158.92501831054688
2016-09-23,44,158.34799194335938
2016-09-26,30,158.41561889648438
2016-09-27,31,158.71315002441406
2016-09-28,21,160.1016082763672
2016-09-29,12,151.32000732421875
2016-09-30,42,155.91818237304688
2016-10-03,97,159.3487548828125
2016-10-04,90,160.80935668945312
2016-10-05,85,161.17901611328125
