date,recom,Price
2016-01-01,11,92.1197280883789
2016-01-04,26,93.70738220214844
2016-01-05,41,97.15177154541016
2016-01-06,34,94.91830444335938
2016-01-07,43,92.0614242553711
2016-01-08,76,93.38894653320312
2016-01-11,72,91.46044921875
2016-01-12,63,90.97159576416016
2016-01-13,74,90.0297622680664
2016-01-14,74,90.00733184814453
2016-01-15,100,87.2267074584961
2016-01-18,80,88.88611602783203
2016-01-19,73,89.56782531738281
2016-01-20,72,91.83716583251953
2016-01-21,73,91.97172546386719
2016-01-22,79,95.79732513427734
2016-01-25,74,99.31798553466797
2016-01-27,66,100.57374572753906
2016-01-28,99,97.9680404663086
2016-01-29,86,94.81515502929688
2016-02-01,86,94.23211669921875
2016-02-02,87,89.9938735961914
2016-02-03,91,87.31192016601562
2016-02-04,92,90.65765380859375
2016-02-05,99,93.02120971679688
2016-02-08,83,93.77913665771484
2016-02-09,58,89.6978759765625
2016-02-10,46,91.72056579589844
2016-02-11,43,89.8414077758789
2016-02-12,44,90.68006896972656
2016-02-15,39,93.411376953125
2016-02-16,46,92.720703125
2016-02-17,42,93.95853424072266
2016-02-18,41,94.79271697998047
2016-02-19,42,97.1876449584961
2016-02-22,46,98.90985107421875
2016-02-23,43,100.8204116821289
2016-02-24,43,99.51978302001953
2016-02-25,22,100.96842956542969
2016-02-26,30,98.58695220947266
2016-02-29,32,101.04017639160156
2016-03-01,33,102.5650405883789
2016-03-02,33,101.65011596679688
2016-03-03,33,104.03160095214844
2016-03-04,29,106.33235168457031
2016-03-08,54,106.40412139892578
2016-03-09,59,105.84797668457031
2016-03-10,64,106.37272644042969
2016-03-11,86,106.16192626953125
2016-03-14,92,105.92423248291016
2016-03-15,58,107.18898010253906
2016-03-16,68,107.64641571044922
2016-03-17,53,107.85273742675781
2016-03-18,85,108.79456329345703
2016-03-21,93,109.0681381225586
2016-03-22,78,110.34184265136719
2016-03-23,73,112.00574493408203
2016-03-28,94,110.05032348632812
2016-03-29,67,110.58402252197266
2016-03-30,75,114.06878662109375
2016-03-31,69,115.10479736328125
2016-04-01,96,113.25701904296875
2016-04-04,86,112.99690246582031
2016-04-05,99,112.96998596191406
2016-04-06,84,115.95246887207031
2016-04-07,65,114.57110595703125
2016-04-08,52,114.22127532958984
2016-04-11,64,116.58482360839844
2016-04-12,77,116.40093994140625
2016-04-13,92,117.82263946533203
2016-04-18,66,119.67941284179688
2016-04-20,68,122.13264465332031
