date,recom,Price
2016-01-01,2,92.1197280883789
2016-01-04,15,93.70738220214844
2016-01-05,62,97.15177154541016
2016-01-06,87,94.91830444335938
2016-01-07,82,92.0614242553711
2016-01-08,89,93.38894653320312
2016-01-11,90,91.46044921875
2016-01-12,86,90.97159576416016
2016-01-13,89,90.0297622680664
2016-01-14,88,90.00733184814453
2016-01-15,79,87.2267074584961
2016-01-18,67,88.88611602783203
2016-01-19,70,89.56782531738281
2016-01-20,87,91.83716583251953
2016-01-21,73,91.97172546386719
2016-01-22,69,95.79732513427734
2016-01-25,66,99.31798553466797
2016-01-27,59,100.57374572753906
2016-01-28,58,97.9680404663086
2016-01-29,51,94.81515502929688
2016-02-01,52,94.23211669921875
2016-02-02,47,89.9938735961914
2016-02-03,27,87.31192016601562
2016-02-04,29,90.65765380859375
2016-02-05,0,93.02120971679688
2016-02-08,0,93.77913665771484
2016-02-09,16,89.6978759765625
2016-02-10,17,91.72056579589844
2016-02-11,1,89.8414077758789
2016-02-12,29,90.68006896972656
2016-02-15,56,93.411376953125
2016-02-16,54,92.720703125
2016-02-17,54,93.95853424072266
2016-02-18,58,94.79271697998047
2016-02-19,52,97.1876449584961
2016-02-22,43,98.90985107421875
2016-02-23,41,100.8204116821289
2016-02-24,38,99.51978302001953
2016-02-25,35,100.96842956542969
2016-02-26,40,98.58695220947266
2016-02-29,44,101.04017639160156
2016-03-01,52,102.5650405883789
2016-03-02,57,101.65011596679688
2016-03-03,65,104.03160095214844
2016-03-04,68,106.33235168457031
2016-03-08,72,106.40412139892578
2016-03-09,65,105.84797668457031
2016-03-10,58,106.37272644042969
2016-03-11,42,106.16192626953125
2016-03-14,41,105.92423248291016
2016-03-15,47,107.18898010253906
2016-03-16,42,107.64641571044922
2016-03-17,39,107.85273742675781
2016-03-18,43,108.79456329345703
2016-03-21,42,109.0681381225586
2016-03-22,52,110.34184265136719
2016-03-23,59,112.00574493408203
2016-03-28,55,110.05032348632812
2016-03-29,60,110.58402252197266
2016-03-30,50,114.06878662109375
2016-03-31,27,115.10479736328125
2016-04-01,18,113.25701904296875
2016-04-04,36,112.99690246582031
2016-04-05,29,112.96998596191406
2016-04-06,54,115.95246887207031
2016-04-07,75,114.57110595703125
2016-04-08,61,114.22127532958984
2016-04-11,61,116.58482360839844
2016-04-12,62,116.40093994140625
2016-04-13,47,117.82263946533203
2016-04-18,69,119.67941284179688
2016-04-20,58,122.13264465332031
2016-04-21,35,121.05626678466797
2016-04-22,22,120.49118041992188
2016-04-25,33,120.66158294677734
2016-04-26,16,122.70221710205078
2016-04-27,24,122.2223129272461
2016-04-28,7,122.74705505371094
2016-04-29,10,123.17313385009766
2016-05-02,26,122.41966247558594
2016-05-03,32,121.70207977294922
2016-05-04,33,118.5537109375
2016-05-05,38,118.3922348022461
2016-05-06,15,118.41016387939453
2016-05-09,16,118.95283508300781
2016-05-10,22,115.512939453125
2016-05-11,30,115.83135223388672
2016-05-12,13,115.05548095703125
2016-05-13,23,113.79969024658203
2016-05-16,33,116.21257019042969
2016-05-17,36,115.71025848388672
2016-05-18,41,117.44143676757812
2016-05-19,52,118.41915893554688
2016-05-20,57,117.05573272705078
2016-05-23,52,118.27112579345703
2016-05-24,54,118.41466522216797
2016-05-25,54,116.6386489868164
2016-05-26,55,118.30702209472656
2016-05-27,44,123.39289855957031
2016-05-30,34,123.06098937988281
2016-05-31,37,124.60382080078125
2016-06-01,43,123.316650390625
2016-06-02,49,123.72028350830078
2016-06-03,58,122.90851593017578
2016-06-06,69,122.8367691040039
2016-06-07,74,123.52743530273438
2016-06-08,91,125.13750457763672
2016-06-09,70,127.05255889892578
2016-06-10,64,127.2543716430664
2016-06-13,55,125.59942626953125
2016-06-14,56,126.12865447998047
2016-06-15,53,125.59048461914062
2016-06-16,42,126.22732543945312
2016-06-17,37,125.13302612304688
2016-06-20,41,125.77886199951172
2016-06-21,43,125.63981628417969
2016-06-22,36,124.79664611816406
2016-06-23,51,125.6981201171875
2016-06-24,53,124.07010650634766
2016-06-27,56,124.32125854492188
2016-06-28,45,127.95404052734375
2016-06-29,33,129.5775604248047
2016-06-30,61,131.3490753173828
2016-07-01,66,131.25489807128906
2016-07-04,63,132.85977172851562
2016-07-05,76,133.54946899414062
2016-07-07,82,131.92660522460938
2016-07-08,61,133.16180419921875
2016-07-11,60,136.02890014648438
2016-07-12,53,138.96359252929688
2016-07-13,48,140.3745880126953
2016-07-14,60,142.0155029296875
2016-07-15,56,147.50624084472656
2016-07-18,53,144.8014373779297
2016-07-19,47,146.79852294921875
2016-07-20,46,146.0140838623047
2016-07-21,49,145.36045837402344
2016-07-22,42,145.42808532714844
2016-07-25,37,146.821044921875
2016-07-26,44,149.60696411132812
2016-07-27,43,156.81527709960938
2016-07-28,37,151.86099243164062
2016-07-29,7,151.03599548339844
2016-08-01,10,152.33880615234375
2016-08-02,0,151.00897216796875
2016-08-03,5,152.00973510742188
2016-08-04,9,154.16458129882812
2016-08-05,16,156.67103576660156
2016-08-08,0,155.80545043945312
2016-08-09,0,154.18260192871094
2016-08-10,31,154.11497497558594
2016-08-11,33,154.232177734375
2016-08-12,37,155.80096435546875
2016-08-16,28,157.59967041015625
2016-08-17,23,159.89419555664062
2016-08-18,50,160.82740783691406
2016-08-19,42,161.21505737304688
2016-08-22,37,159.38934326171875
2016-08-23,21,158.5418243408203
2016-08-24,13,158.6500244140625
2016-08-25,26,157.365234375
2016-08-26,24,158.32546997070312
2016-08-29,12,159.86717224121094
2016-08-30,24,160.58847045898438
2016-08-31,57,158.05946350097656
2016-09-01,68,159.8311004638672
2016-09-02,70,160.25038146972656
2016-09-06,85,167.927490234375
2016-09-07,83,166.9357147216797
2016-09-08,67,166.6877899169922
2016-09-09,52,164.43377685546875
2016-09-12,57,157.3336639404297
2016-09-14,52,157.81153869628906
2016-09-15,66,158.11805725097656
2016-09-16,69,155.5755615234375
2016-09-19,78,159.57415771484375
2016-09-20,78,158.84835815429688
2016-09-21,72,158.07298278808594
2016-09-22,84,158.92501831054688
2016-09-23,72,158.34799194335938
2016-09-26,68,158.41561889648438
2016-09-27,71,158.71315002441406
2016-09-28,60,160.1016082763672
2016-09-29,59,151.32000732421875
2016-09-30,53,155.91818237304688
2016-10-03,48,159.3487548828125
2016-10-04,42,160.80935668945312
2016-10-05,54,161.17901611328125
2016-10-06,89,158.91148376464844
2016-10-07,85,159.77255249023438
2016-10-10,56,163.61782836914062
2016-10-13,22,159.79052734375
2016-10-14,0,157.10377502441406
2016-10-17,4,155.05262756347656
2016-10-18,12,160.7191619873047
